月,实际品牌,产品,是否旗舰店,进入时间,销量(件),均价(元),匹数,机型,冷暖型和单冷型,新风功能,是否为省电型,滞后三期铜价,市场月活
202601,海尔 Haier,海尔 Haier-海尔智能家专卖店,0,0,147,2499,正 1.5 匹,0,1,0,1,10739.92,564500000
202601,格力 Gree,格力 Gree-格力空调旗舰店,0,0,136,2698,正 1 匹,0,1,0,0,10739.92,564500000
202601,科龙 Kelon,科龙 Kelon-科龙空调京东自营旗舰店,0,0,183,1999,大 1.5 匹,0,1,0,1,10739.92,564500000
202601,美的 Midea,美的 Midea-美的空调智选旗舰店,0,0,58,6298,大 3 匹,1,1,0,1,10739.92,564500000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,41910,2498.4,正 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,30384,2699.1,正 1.5 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,24594,2331,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,7809,5420.7,正 3 匹,1,1,0,1,9994.77,551000000
202512,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,16705,2374,正 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,19567,1999,正 1.5 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-京东MALL自营旗舰店,0,0,10094,3699,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,11981,2998.8,正 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,5461,6576.3,正 3 匹,1,1,0,1,9994.77,551000000
202512,Tcl,Tcl-TCL京东自营旗舰店,0,0,18099,1599,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,5575,5109.3,正 1 匹,1,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,4840,5776.2,大 3 匹,1,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,3023,7376.4,正 3 匹,1,1,0,1,9994.77,551000000
202512,华凌,华凌-华凌京东自营旗舰店,0,0,9934,1943.3,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,8254,2298.6,大 1 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力（GREE）京东自营专卖店,0,0,3794,4699,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,6497,2664.9,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,7264,2353.5,正 1 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,8497,1899,大 1 匹,0,1,0,1,9994.77,551000000
202512,海尔 Haier,海尔 Haier-海尔京东自营旗舰店,0,0,5525,2898,正 1 匹,0,1,0,1,9994.77,551000000
202512,华凌,华凌-华凌京东自营旗舰店,0,0,2865,4621.3,正 3 匹,1,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,3804,3398.4,正 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力官方旗舰店,0,0,4136,3035.7,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,华凌,华凌-华凌京东自营旗舰店,0,0,8938,1397.8,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,2399,4999,正 3 匹,1,1,0,1,9994.77,551000000
202512,小米 Mi,小米 Mi-京东家电自营旗舰店,0,0,5319,2247,正 1.5 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,2567,4499,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,海尔 Haier,海尔 Haier-京东MALL自营旗舰店,0,0,3474,3299,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,3264,3330.9,正 2 匹,0,1,0,1,9994.77,551000000
202512,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,4526,2373,大 1 匹,0,1,0,1,9994.77,551000000
202512,华凌,华凌-华凌京东自营旗舰店,0,0,4395,2419,大 1.5 匹,0,1,0,0,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,4122,2538.9,大 1 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,4486,2331.9,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,4445,2189,正 1.5 匹,0,0,0,1,9994.77,551000000
202512,海尔 Haier,海尔 Haier-海尔京东自营旗舰店,0,0,3815,2474.1,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,1256,7109,大 3 匹,1,1,0,0,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,2707,3020.4,大 1.5 匹,0,1,0,0,9994.77,551000000
202512,奥克斯 Aux,奥克斯 Aux-奥克斯空调京东自营旗舰店,0,0,3941,1999,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,3502,2221.2,大 1 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,1713,4532.4,正 2 匹,1,1,0,1,9994.77,551000000
202512,Tcl,Tcl-TCL京东自营旗舰店,0,0,1867,3888,大 3 匹,1,1,0,1,9994.77,551000000
202512,奥克斯 Aux,奥克斯 Aux-奥克斯空调京东自营旗舰店,0,0,2049,3298,大 3 匹,1,1,0,0,9994.77,551000000
202512,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,2700,2499,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,美的 Midea,美的 Midea-美的空调京东自营旗舰店,0,0,2845,2331,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,1227,5399,正 3 匹,1,0,0,1,9994.77,551000000
202512,华凌,华凌-华凌京东自营旗舰店,0,0,1914,3271.5,正 3 匹,1,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的空调京东自营旗舰店,0,0,2539,2442.6,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,奥克斯 Aux,奥克斯 Aux-奥克斯空调京东自营旗舰店,0,0,3411,1780,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,1157,5243.4,正 2 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,2004,2999,正 1 匹,0,1,0,0,9994.77,551000000
202512,奥克斯 Aux,奥克斯 Aux-奥克斯空调京东自营旗舰店,0,0,3908,1499,大 1.5 匹,0,1,0,0,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,1906,2998.8,正 1.5 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,2507,2265.3,正 1 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,921,6131.7,正 3 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,2385,2331,正 1 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,695,7829.1,正 3 匹,1,1,0,0,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,1871,2848.5,大 1 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,1277,3999,正 2 匹,1,1,0,1,9994.77,551000000
202512,小米 Mi,小米 Mi-小米（MI）空调京东自营专卖店,0,0,2833,1799,正 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,774,6399,正 3 匹,1,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力官方旗舰店,0,0,1935,2498,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,海尔 Haier,海尔 Haier-海尔京东自营旗舰店,0,0,850,5669.1,正 1 匹,1,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,1215,3699,正 1.5 匹,0,1,1,0,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,1624,2599,正 1.5 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,1000,4176,正 1 匹,1,1,0,1,9994.77,551000000
202512,长虹 Changhong,长虹 Changhong-长虹空调京东自营旗舰店,0,0,1183,3499,大 3 匹,1,1,0,1,9994.77,551000000
202512,华凌,华凌-华凌官方旗舰店,0,0,2329,1776.7,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,小米 Mi,小米 Mi-京东家电自营旗舰店,0,0,1943,2080,正 1 匹,0,1,0,1,9994.77,551000000
202512,小米 Mi,小米 Mi-小米官方旗舰店,0,0,2497,1611,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,长虹 Changhong,长虹 Changhong-长虹空调京东自营旗舰店,0,0,1458,2699,大 2 匹,1,1,0,1,9994.77,551000000
202512,Tcl,Tcl-TCL京东自营旗舰店,0,0,1256,3110.2,大 2 匹,1,1,0,1,9994.77,551000000
202512,康佳 Konka,康佳 Konka-康佳京东自营旗舰店,0,0,2711,1399,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,991,3775.5,大 1.5 匹,0,1,0,0,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,421,8799,大 3 匹,1,1,0,0,9994.77,551000000
202512,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,1245,2959,正 1.5 匹,0,0,0,0,9994.77,551000000
202512,康佳 Konka,康佳 Konka-康佳京东自营旗舰店,0,0,2826,1299,正 1 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,502,7299,正 3 匹,1,1,0,0,9994.77,551000000
202512,小米 Mi,小米 Mi-京东家电自营旗舰店,0,0,1630,2247,正 1.5 匹,0,1,0,1,9994.77,551000000
202512,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,1341,2698.2,正 2 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力官方旗舰店,0,0,1206,2998,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,美的 Midea,美的 Midea-美的空调京东自营旗舰店,0,0,696,5109.3,正 1 匹,1,1,0,1,9994.77,551000000
202512,长虹 Changhong,长虹 Changhong-长虹空调京东自营旗舰店,0,0,2214,1599,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,长虹 Changhong,长虹 Changhong-长虹空调京东自营旗舰店,0,0,2112,1631,大 1 匹,0,1,0,1,9994.77,551000000
202512,海尔 Haier,海尔 Haier-海尔京东自营旗舰店,0,0,1048,3249,大 1.5 匹,0,1,0,0,9994.77,551000000
202512,华凌,华凌-华凌京东自营旗舰店,0,0,1299,2599,正 2 匹,0,1,0,1,9994.77,551000000
202512,Aufit,Aufit-AUFIT空调旗舰店,0,0,796,4241.2,正 3 匹,1,1,0,0,9994.77,551000000
202512,Tcl,Tcl-TCL京东自营旗舰店,0,0,1523,2199,正 2 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,536,6099,正 3 匹,1,1,0,0,9994.77,551000000
202512,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,624,5199,正 3 匹,1,0,0,1,9994.77,551000000
202512,Aufit,Aufit-AUFIT家用电器旗舰店,0,0,1777,1810.1,大 1.5 匹,,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力官方旗舰店,0,0,479,6569.1,正 3 匹,1,1,0,0,9994.77,551000000
202512,小米 Mi,小米 Mi-小米（MI）空调京东自营专卖店,0,0,737,4215,正 3 匹,1,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,750,4109,正 1 匹,0,1,0,0,9994.77,551000000
202512,美的 Midea,美的 Midea-美的空调京东自营旗舰店,0,0,921,3330.9,正 2 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-京东家电自营旗舰店,0,0,1461,2099,正 1 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的空调官方旗舰店,1,2024/1/4,1135,2623,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,康佳 Konka,康佳 Konka-康佳京东自营旗舰店,0,0,1193,2488,大 2 匹,1,1,0,0,9994.77,551000000
202512,华凌,华凌-华凌京东自营旗舰店,0,0,841,3499,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-京东家电自营旗舰店,0,0,812,3578,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,708,4049,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,美的 Midea,美的 Midea-美的空调京东自营旗舰店,0,0,1208,2331,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力官方旗舰店,0,0,984,2856.6,大 1 匹,0,1,0,0,9994.77,551000000
202512,海尔 Haier,海尔 Haier-海尔京东自营旗舰店,0,0,482,5598.9,大 3 匹,1,1,0,1,9994.77,551000000
202512,小米 Mi,小米 Mi-京东家电自营旗舰店,0,0,1141,2322,正 1.5 匹,0,0,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,440,5999,正 3 匹,1,1,0,0,9994.77,551000000
202512,美的 Midea,美的 Midea-美的集团官方旗舰店,0,0,993,2624,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,573,4479,正 3 匹,1,0,0,0,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,445,5688,正 2 匹,1,1,0,1,9994.77,551000000
202512,海尔 Haier,海尔 Haier-海尔京东自营旗舰店,0,0,740,3399.3,正 2 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,377,6599,正 1 匹,1,1,0,0,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,283,8699,正 3 匹,1,1,0,0,9994.77,551000000
202512,海信 Hisense,海信 Hisense-海信京东自营旗舰店,0,0,1446,1699,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,664,3699,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,893,2731.5,大 1.5 匹,0,1,0,0,9994.77,551000000
202512,小米 Mi,小米 Mi-京东家电自营旗舰店,0,0,727,3328.7,正 2 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,733,3299,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,奥克斯 Aux,奥克斯 Aux-奥克斯空调京东自营旗舰店,0,0,1406,1699,大 1 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,288,8220,4匹,1,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-京东家电自营秒送旗舰店,0,0,651,3599,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,418,5598.9,正 3 匹,1,0,0,0,9994.77,551000000
202512,华凌,华凌-华凌京东自营旗舰店,0,0,1149,1998.9,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,291,7829,正 3 匹,1,1,0,0,9994.77,551000000
202512,海尔 Haier,海尔 Haier-海尔家用空调旗舰店,0,0,788,2874,正 1.5 匹,0,1,0,1,9994.77,551000000
202512,新飞 Frestec,新飞 Frestec-新飞空调京东自营旗舰店,0,0,1619,1398,正 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,281,7999,正 3 匹,1,1,0,0,9994.77,551000000
202512,格力 Gree,格力 Gree-格力大家电官方旗舰店,0,0,893,2498,正 1.5 匹,0,1,0,1,9994.77,551000000
202512,华凌,华凌-华凌京东自营旗舰店,0,0,767,2899,正 2 匹,0,1,0,0,9994.77,551000000
202512,鸿蒙智选,鸿蒙智选-华为京东自营旗舰店,0,0,665,3298,正 1 匹,0,1,0,0,9994.77,551000000
202512,新飞 Frestec,新飞 Frestec-新飞空调旗舰店,0,0,1852,1168.2,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,海尔 Haier,海尔 Haier-海尔京东自营旗舰店,0,0,282,7624,大 3 匹,1,1,0,0,9994.77,551000000
202512,松下 Panasonic,松下 Panasonic-松下空调京东自营旗舰店,0,0,532,3998,正 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,401,5243,正 2 匹,0,1,0,0,9994.77,551000000
202512,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,284,7399,正 3 匹,1,1,0,0,9994.77,551000000
202512,奥克斯 Aux,奥克斯 Aux-奥克斯空调京东自营旗舰店,0,0,477,4399,大 3 匹,1,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力官方旗舰店,0,0,912,2299,大 1 匹,0,1,0,0,9994.77,551000000
202512,美的 Midea,美的 Midea-美的空调换新旗舰店,0,0,793,2552,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的集团官方旗舰店,0,0,841,2399,正 1.5 匹,0,1,1,0,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,260,7699,正 3 匹,1,1,0,0,9994.77,551000000
202512,康佳 Konka,康佳 Konka-康佳京东自营旗舰店,0,0,1537,1299,正 1 匹,0,1,0,1,9994.77,551000000
202512,海尔 Haier,海尔 Haier-海尔健康空调旗舰店,0,0,1323,1498.2,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,小米 Mi,小米 Mi-京东家电自营旗舰店,0,0,903,2172,正 1 匹,0,0,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的集团官方旗舰店,0,0,815,2399,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,富士通 Fujitsu,富士通 Fujitsu-富士通空调京东自营旗舰店,0,0,364,5299,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,Tcl,Tcl-TCL京东自营旗舰店,0,0,755,2549.1,大 1.5 匹,0,1,1,0,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,240,7998,正 1 匹,1,1,0,0,9994.77,551000000
202512,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,510,3750,正 3 匹,1,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力官方旗舰店,0,0,230,8299,正 3 匹,1,1,0,0,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,596,3198.6,大 1 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,484,3909.6,正 2 匹,0,1,0,0,9994.77,551000000
202512,统帅 Leader,统帅 Leader-海尔京东自营旗舰店,0,0,429,4409.1,正 3 匹,1,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-京东家电格力联合自营旗舰店,0,0,809,2299,大 1 匹,0,1,0,0,9994.77,551000000
202512,海尔 Haier,海尔 Haier-海尔京东自营旗舰店,0,0,784,2349,大 1 匹,0,1,0,1,9994.77,551000000
202512,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,483,3699,正 1.5 匹,0,1,1,0,9994.77,551000000
202512,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,777,2299,正 1 匹,0,0,0,1,9994.77,551000000
202512,华凌,华凌-华凌京东自营旗舰店,0,0,1190,1499,正 1 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-玖龙电家电京东自营专区,0,0,207,8599,正 3 匹,1,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-京东家电自营旗舰店,0,0,434,4078,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,638,2719,正 2 匹,0,0,0,1,9994.77,551000000
202512,Tcl,Tcl-TCL京东自营旗舰店,0,0,739,2332.4,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,新飞 Frestec,新飞 Frestec-新飞空调旗舰店,0,0,1586,1078.2,大 1 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,160,10599,正 3 匹,1,1,0,0,9994.77,551000000
202512,美的 Midea,美的 Midea-京东电器自营官方旗舰店,0,0,724,2332,正 1 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的集团官方旗舰店,0,0,310,5439,正 3 匹,1,1,0,0,9994.77,551000000
202512,海信 Hisense,海信 Hisense-海信京东自营旗舰店,0,0,509,3299,大 2 匹,1,1,0,1,9994.77,551000000
202512,创维 Skyworth,创维 Skyworth-创维空调京东自营旗舰店,1,2023/2/23,1192,1399,正 1.5 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,335,4887,大 2 匹,1,1,0,1,9994.77,551000000
202512,Aufit,Aufit-AUFIT家用电器旗舰店,0,0,956,1697.6,大 1 匹,,1,0,1,9994.77,551000000
202512,海信 Hisense,海信 Hisense-京东家电自营旗舰店,0,0,414,3840,正 3 匹,1,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,397,3999,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,云米 Viomi,云米 Viomi-云米智能京东自营旗舰店,0,0,908,1740,正 3 匹,0,1,0,1,9994.77,551000000
202512,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,261,5999,正 3 匹,1,0,0,0,9994.77,551000000
202512,华凌,华凌-华凌空调官方旗舰店,1,2024/1/18,920,1699,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,504,3099,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,354,4299,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,美的 Midea,美的 Midea-美的空调官方旗舰店,1,2024/1/4,715,2098.8,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,449,3299,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,创维 Skyworth,创维 Skyworth-创维空调京东自营旗舰店,1,2023/2/23,1140,1299,大 1 匹,0,1,0,1,9994.77,551000000
202512,统帅 Leader,统帅 Leader-海尔智能空调旗舰店,0,0,727,1997.5,正 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,118,11999,正 3 匹,1,1,0,0,9994.77,551000000
202512,新飞 Frestec,新飞 Frestec-新飞空调京东自营旗舰店,0,0,1133,1248,正 1 匹,0,1,0,1,9994.77,551000000
202512,Tcl,Tcl-TCL京东自营旗舰店,0,0,633,2221.3,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,393,3554,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,217,6399,正 3 匹,1,0,1,0,9994.77,551000000
202512,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,216,6399,正 3 匹,1,0,1,0,9994.77,551000000
202512,申花,申花-申花空调旗舰店,1,2017/3/1,1293,1067.4,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,394,3500,正 1.5 匹,0,1,0,1,9994.77,551000000
202512,奥克斯 Aux,奥克斯 Aux-奥克斯新风空调旗舰店,0,0,513,2687.1,大 2 匹,1,1,0,1,9994.77,551000000
202512,海信 Hisense,海信 Hisense-海信京东自营旗舰店,0,0,498,2749,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的空调京东自营旗舰店,0,0,242,5643,正 3 匹,1,1,0,1,9994.77,551000000
202512,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,412,3298.5,正 1.5 匹,0,0,0,0,9994.77,551000000
202512,小米 Mi,小米 Mi-小米（MI）空调京东自营专卖店,0,0,418,3250,正 3 匹,0,1,0,0,9994.77,551000000
202512,格力 Gree,格力 Gree-格力京东自营旗舰店,0,0,209,6487.2,正 2 匹,1,1,0,1,9994.77,551000000
202512,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,307,4399,正 2 匹,1,0,0,1,9994.77,551000000
202512,松下 Panasonic,松下 Panasonic-松下电器（Panasonic）京东自营专卖店,0,0,328,4098,正 1.5 匹,0,0,0,0,9994.77,551000000
202512,格力 Gree,格力 Gree-格力空调官方旗舰店,1,2024/1/10,170,7829.1,正 3 匹,1,1,0,1,9994.77,551000000
202512,小米 Mi,小米 Mi-小米智能空调旗舰店,0,0,273,4873.6,正 3 匹,1,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-美的京东自营旗舰店,0,0,373,3553,大 1 匹,0,1,0,0,9994.77,551000000
202512,美的 Midea,美的 Midea-美的集团官方旗舰店,0,0,148,8899,正 3 匹,1,1,0,0,9994.77,551000000
202512,格力 Gree,格力 Gree-格力空调官方旗舰店,1,2024/1/10,250,5243.4,正 2 匹,0,1,0,0,9994.77,551000000
202512,小米 Mi,小米 Mi-小米空调旗舰店,0,0,349,3749.3,正 3 匹,1,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力空调京东自营官方旗舰店,0,0,395,3299,正 1.5 匹,0,1,0,0,9994.77,551000000
202512,美的 Midea,美的 Midea-美的空调智慧家1号店,0,0,621,2097.8,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,小米 Mi,小米 Mi-小米京东自营旗舰店,0,0,180,7199,正 3 匹,1,0,0,0,9994.77,551000000
202512,奥克斯 Aux,奥克斯 Aux-奥克斯空调京东自营专卖店,0,0,717,1799,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,统帅 Leader,统帅 Leader-海尔官方旗舰店,0,0,799,1599,正 1.5 匹,0,1,0,1,9994.77,551000000
202512,松下 Panasonic,松下 Panasonic-松下空调京东自营旗舰店,0,0,387,3298,正 1.5 匹,0,1,0,1,9994.77,551000000
202512,美的 Midea,美的 Midea-京东电器自营官方旗舰店,0,0,248,5109,大 3 匹,1,1,0,0,9994.77,551000000
202512,海信 Hisense,海信 Hisense-海信京东自营旗舰店,0,0,667,1899,大 1.5 匹,0,1,0,1,9994.77,551000000
202512,格力 Gree,格力 Gree-格力董明珠健康家4号店,0,0,507,2498,正 1.5 匹,0,1,0,0,9994.77,551000000
